NWCG_REPORTING_UNIT_NAME,FIRE_NAME,FIRE_YEAR,STAT_CAUSE_DESCR,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE
Pennsylvania Division of Forest Fire Protection,FOWLERS HOLLOW,2015,Arson,B,40.27479,-77.57822,PA
Pennsylvania Division of Forest Fire Protection,OLD EAST END BLVD.,2015,Arson,B,41.22611,-75.79778,PA
Pennsylvania Division of Forest Fire Protection,THE SANDLOT,2015,Arson,B,40.7017,-76.87029,PA
Pennsylvania Division of Forest Fire Protection,ASH STREET,2015,Arson,B,40.797779999999996,-76.47833,PA
Pennsylvania Division of Forest Fire Protection,EA2,2015,Arson,B,41.18182,-75.98564,PA
Pennsylvania Division of Forest Fire Protection,30 CEMETERY RD,2015,Arson,A,40.82888,-76.2221,PA
Pennsylvania Division of Forest Fire Protection,TAR KILN RD 15-2,2015,Arson,B,40.32611,-78.09167,PA
Pennsylvania Division of Forest Fire Protection,MT BIKE TRAIL 1,2015,Arson,B,41.17256,-76.02448000000001,PA
Pennsylvania Division of Forest Fire Protection,299 PONDEROSA RD,2015,Arson,B,40.71843,-76.13906,PA
Pennsylvania Division of Forest Fire Protection,LANGANS ROAD,2015,Arson,C,41.31222,-75.68889,PA
Pennsylvania Division of Forest Fire Protection,MT BIKE TRAIL 2,2015,Arson,B,41.172270000000005,-76.02436,PA
Pennsylvania Division of Forest Fire Protection,HANOVER RES 2,2015,Arson,B,41.17819,-75.98015,PA
Pennsylvania Division of Forest Fire Protection,MARCY STREET,2015,Arson,B,41.39778,-75.85278000000001,PA
Pennsylvania Division of Forest Fire Protection,BEACH MT LAKES,2015,Arson,B,41.04995,-75.91232,PA
Pennsylvania Division of Forest Fire Protection,WALKING TRAIL,2015,Arson,B,41.55722,-75.71611,PA
Pennsylvania Division of Forest Fire Protection,CELL TOWER,2015,Arson,B,40.78799,-76.36384,PA
Pennsylvania Division of Forest Fire Protection,BUNN MOUNTAIN RD FIRE,2015,Arson,A,40.27694,-78.16028,PA
Pennsylvania Division of Forest Fire Protection,BANNING ROAD,2015,Arson,B,40.108059999999995,-79.71806,PA
Pennsylvania Division of Forest Fire Protection,SPIKE ISLAND FIRE,2015,Arson,B,40.842220000000005,-78.28361,PA
Pennsylvania Division of Forest Fire Protection,115 RESERVIOR,2015,Arson,B,41.2475,-75.81472,PA
Pennsylvania Division of Forest Fire Protection,QUARRY ROAD,2015,Arson,B,41.6367,-75.79581999999999,PA
Pennsylvania Division of Forest Fire Protection,OLD NEWPORT,2015,Arson,C,41.18352,-76.03039,PA
Pennsylvania Division of Forest Fire Protection,MCINTYRE,2015,Arson,C,41.53305,-76.92805,PA
Pennsylvania Division of Forest Fire Protection,LAUREL RUN NO.3,2015,Arson,B,41.22611,-75.79778,PA
Pennsylvania Division of Forest Fire Protection,KASKA RD,2015,Arson,A,40.73278,-76.0925,PA
Pennsylvania Division of Forest Fire Protection,SABARTON FIRE,2015,Arson,B,41.21972,-75.99083,PA
Pennsylvania Division of Forest Fire Protection,TAR KILN RD 15-3,2015,Arson,C,40.32833,-78.08610999999999,PA
Pennsylvania Division of Forest Fire Protection,HANOVER RES3,2015,Arson,B,41.17119,-75.98801,PA
Pennsylvania Division of Forest Fire Protection,NEW FORDING ROAD,2015,Arson,A,40.26913,-78.08256999999999,PA
Pennsylvania Division of Forest Fire Protection,SHEPPTON WEST,2015,Arson,C,40.905,-76.10889,PA
Pennsylvania Division of Forest Fire Protection,WASHOUT,2015,Arson,B,41.04625,-75.8996,PA
Pennsylvania Division of Forest Fire Protection,BACKPACK,2015,Arson,A,40.69556,-76.17971999999999,PA
Pennsylvania Division of Forest Fire Protection,CAMPBELLS LEDGE,2015,Arson,B,41.361000000000004,-75.78582,PA
Pennsylvania Division of Forest Fire Protection,BURNSIDE ROAD,2015,Arson,B,40.78778,-76.34639,PA
Pennsylvania Division of Forest Fire Protection,85 BOBCAT DRIVE,2015,Arson,B,40.99116,-77.08206,PA
Pennsylvania Division of Forest Fire Protection,3RD DAM,2015,Arson,B,41.37389,-75.78611,PA
Pennsylvania Division of Forest Fire Protection,CRANBERRY RD,2015,Arson,B,40.95505,-75.99455,PA
Pennsylvania Division of Forest Fire Protection,HOUSE ROCK ROAD FIRE,2015,Arson,B,39.87444,-76.36917,PA
Pennsylvania Division of Forest Fire Protection,STRAWBERRY HILL,2015,Arson,C,39.81599,-77.40948,PA
Pennsylvania Division of Forest Fire Protection,HONEYSUCKLE ROAD,2015,Arson,B,40.57917,-75.42944,PA
Pennsylvania Division of Forest Fire Protection,LAUREL RUN #4,2015,Arson,B,41.23361,-75.84167,PA
Pennsylvania Division of Forest Fire Protection,JAMES ST,2015,Arson,B,41.196090000000005,-76.01704000000001,PA
Pennsylvania Division of Forest Fire Protection,BEAR SPRINGS,2015,Arson,B,41.261390000000006,-75.7025,PA
Pennsylvania Division of Forest Fire Protection,NEVERSINK MOUNTAIN FIRE A,2015,Arson,A,40.33,-75.91111,PA
Pennsylvania Division of Forest Fire Protection,NEVERSINK MOUNTAIN FIRE B,2015,Arson,B,40.33083,-75.91360999999999,PA
Pennsylvania Division of Forest Fire Protection,MT BIKE TRAIL 3,2015,Arson,B,41.16707,-76.03994,PA
Pennsylvania Division of Forest Fire Protection,VINE ST PARK,2015,Arson,A,40.82028,-76.20861,PA
Pennsylvania Division of Forest Fire Protection,HOLLY AVE 2,2015,Arson,C,41.18414,-75.95823,PA
Pennsylvania Division of Forest Fire Protection,LARKSVILLE MNT. ROAD,2015,Arson,B,41.26611,-75.95139,PA
Pennsylvania Division of Forest Fire Protection,COMM CENTER RD,2015,Arson,B,41.46694,-75.545,PA
Pennsylvania Division of Forest Fire Protection,SKYLINE DRIVE,2015,Arson,A,40.4775,-75.90389,PA
Pennsylvania Division of Forest Fire Protection,MOUNTAIN PARK,2015,Arson,B,41.24111,-75.83028,PA
Pennsylvania Division of Forest Fire Protection,ST GEORGES CEMETARY,2015,Arson,B,41.40417,-75.7425,PA
Pennsylvania Division of Forest Fire Protection,ANGORA ROAD,2015,Arson,B,40.34167,-75.89860999999999,PA
Pennsylvania Division of Forest Fire Protection,300A E WASHINGTON ST,2015,Arson,A,40.823609999999995,-76.195,PA
Pennsylvania Division of Forest Fire Protection,RAMADA,2015,Arson,B,40.982690000000005,-75.97708,PA
Pennsylvania Division of Forest Fire Protection,MT BIKE TRAIL 4,2015,Arson,C,41.16319,-76.05336,PA
Pennsylvania Division of Forest Fire Protection,BALD MNT.ROAD,2015,Arson,B,41.245670000000004,-75.6988,PA
Pennsylvania Division of Forest Fire Protection,WINTER,2015,Arson,C,40.99917,-77.15944,PA
Pennsylvania Division of Forest Fire Protection,TAR KILN ROAD 15-4 FIRE,2015,Arson,A,40.321940000000005,-78.10028,PA
Pennsylvania Division of Forest Fire Protection,461 LACKAWAXEN ROAD,2015,Arson,B,41.47667,-74.97639000000001,PA
Pennsylvania Division of Forest Fire Protection,LAKE WALLENPAUPACK,2015,Arson,A,41.365829999999995,-75.29778,PA
Pennsylvania Division of Forest Fire Protection,RIDGE TOP,2015,Arson,C,41.3798,-75.78793,PA
Pennsylvania Division of Forest Fire Protection,NEVERSINK MOUNTAIN FIRE C,2015,Arson,A,40.32861,-75.90778,PA
Pennsylvania Division of Forest Fire Protection,NEVERSINK MOUNTAIN FIRE D,2015,Arson,A,40.32861,-75.90778,PA
Pennsylvania Division of Forest Fire Protection,NEVERSINK MOUNTAIN FIRE E,2015,Arson,A,40.329440000000005,-75.915,PA
Pennsylvania Division of Forest Fire Protection,PIPELINE ONE FIRE,2015,Arson,E,41.12361,-75.68417,PA
Pennsylvania Division of Forest Fire Protection,MEADOW RUN ROAD,2015,Arson,B,41.18333,-75.72194,PA
Pennsylvania Division of Forest Fire Protection,HARBORVIEW,2015,Arson,B,41.16806,-78.73861,PA
Pennsylvania Division of Forest Fire Protection,SPRING BROOK,2015,Arson,B,41.29707,-75.62553,PA
Pennsylvania Division of Forest Fire Protection,BRUCES CAMP,2015,Arson,B,41.16833,-78.12389,PA
Pennsylvania Division of Forest Fire Protection,BRIGHT,2015,Arson,B,41.1625,-76.01536,PA
Pennsylvania Division of Forest Fire Protection,PIKES CREEK,2015,Arson,C,41.28703,-76.06376999999999,PA
Pennsylvania Division of Forest Fire Protection,HANOVER RES 4,2015,Arson,B,41.1741,-75.9875,PA
Pennsylvania Division of Forest Fire Protection,CONCRETE CITY,2015,Arson,B,41.18889,-75.97465,PA
Pennsylvania Division of Forest Fire Protection,OSTERHOUT,2015,Arson,B,41.52722,-75.91427,PA
Pennsylvania Division of Forest Fire Protection,KETTLE RD,2015,Arson,A,40.746390000000005,-76.04306,PA
Pennsylvania Division of Forest Fire Protection,RAVEN RUN WINDMILL,2015,Arson,B,40.84972,-76.17528,PA
Pennsylvania Division of Forest Fire Protection,W OF WINDMILL #2,2015,Arson,B,40.821670000000005,-76.26056,PA
Pennsylvania Division of Forest Fire Protection,SLY,2015,Arson,B,40.912490000000005,-76.0533,PA
Pennsylvania Division of Forest Fire Protection,OLD NEWPORT 2,2015,Arson,B,41.184129999999996,-76.02977,PA
Pennsylvania Division of Forest Fire Protection,LAUREL RUN #5,2015,Arson,B,41.23472,-75.83583,PA
Pennsylvania Division of Forest Fire Protection,HYPSY CREEK,2015,Arson,D,41.00506,-75.43177,PA
Pennsylvania Division of Forest Fire Protection,BIG SHINEY GAME LANDS,2015,Arson,C,41.28861,-75.66167,PA
Pennsylvania Division of Forest Fire Protection,LAUREL RUN #6,2015,Arson,B,41.219440000000006,-75.85778,PA
Pennsylvania Division of Forest Fire Protection,JOHN BUM ROAD FIRE,2015,Arson,B,40.33064,-78.10842,PA
Pennsylvania Division of Forest Fire Protection,LAUREL RUN #7,2015,Arson,B,41.23444,-75.83389,PA
Pennsylvania Division of Forest Fire Protection,OLD NEWPORT ST 3,2015,Arson,C,41.18401,-76.02677,PA
Pennsylvania Division of Forest Fire Protection,SHEN PENN,2015,Arson,B,40.821940000000005,-76.18861,PA
Pennsylvania Division of Forest Fire Protection,HEIGHTS,2015,Arson,D,40.83444,-76.20528,PA
Pennsylvania Division of Forest Fire Protection,MICROWAVE,2015,Arson,C,41.46046,-75.70868,PA
Pennsylvania Division of Forest Fire Protection,CLAYMINE B,2015,Arson,A,40.87728,-78.10921,PA
Pennsylvania Division of Forest Fire Protection,CLAYMINE A,2015,Arson,A,40.87721,-78.10991,PA
Pennsylvania Division of Forest Fire Protection,PAGNOTTI #1,2015,Arson,A,41.367059999999995,-75.75963,PA
Pennsylvania Division of Forest Fire Protection,PAGNOTTI #2,2015,Arson,A,41.3675,-75.75944,PA
Pennsylvania Division of Forest Fire Protection,PAGNOTTI #3,2015,Arson,A,41.36833,-75.75972,PA
Pennsylvania Division of Forest Fire Protection,PAGNOTTI #4,2015,Arson,A,41.367940000000004,-75.7596,PA
Pennsylvania Division of Forest Fire Protection,PAGNOTTI #5,2015,Arson,A,41.36833,-75.76,PA
Pennsylvania Division of Forest Fire Protection,PAGNOTTI #7,2015,Arson,B,41.370309999999996,-75.76004,PA
Pennsylvania Division of Forest Fire Protection,PAGNOTTI #8,2015,Arson,B,41.3652,-75.76288000000001,PA
Pennsylvania Division of Forest Fire Protection,PAGNOTTI #6,2015,Arson,B,41.36889,-75.76056,PA
Pennsylvania Division of Forest Fire Protection,BUNN MOUNTAIN ROAD 2 FIRE,2015,Arson,A,40.27694,-78.15389,PA
Pennsylvania Division of Forest Fire Protection,PAGNOTTI #9,2015,Arson,B,41.365559999999995,-75.76417,PA
Pennsylvania Division of Forest Fire Protection,POWER LINE FIRE,2015,Arson,A,40.32652,-75.90675,PA
Pennsylvania Division of Forest Fire Protection,SGL 40,2015,Arson,B,41.08611,-75.67139,PA
Pennsylvania Division of Forest Fire Protection,B3 WINDMILL FIRE,2015,Arson,C,40.85028,-76.16583,PA
Pennsylvania Division of Forest Fire Protection,RAVEN RUN RD WINDMILL #D10,2015,Arson,C,40.8225,-76.26083,PA
Pennsylvania Division of Forest Fire Protection,GREENIE WINDMILL B2,2015,Arson,C,40.833059999999996,-76.1875,PA
Pennsylvania Division of Forest Fire Protection,PRUDENTIAL,2015,Arson,B,41.3991,-75.67563,PA
Pennsylvania Division of Forest Fire Protection,ALDEN MOUNTAIN,2015,Arson,B,41.163779999999996,-76.0103,PA
Pennsylvania Division of Forest Fire Protection,EXETER MNT.LEDGE,2015,Arson,B,41.3515,-75.80731,PA
Pennsylvania Division of Forest Fire Protection,HANOVER RIDGE,2015,Arson,B,41.174440000000004,-75.98416999999999,PA
Pennsylvania Division of Forest Fire Protection,EXETER MNT.LEDGE #2,2015,Arson,B,41.35111,-75.80806,PA
Pennsylvania Division of Forest Fire Protection,DURYEA RIDGE,2015,Arson,B,41.361940000000004,-75.77444,PA
Pennsylvania Division of Forest Fire Protection,PLAY GROUND ONE,2015,Arson,A,40.82111,-75.8725,PA
Pennsylvania Division of Forest Fire Protection,EXETER MNT. KEYSTONE,2015,Arson,B,41.345279999999995,-75.81,PA
Pennsylvania Division of Forest Fire Protection,PLAY GROUND TWO,2015,Arson,A,40.82083,-75.87278,PA
Pennsylvania Division of Forest Fire Protection,SIDEHILL,2015,Arson,B,41.17647,-75.99316999999999,PA
Pennsylvania Division of Forest Fire Protection,HANOVER CABIN,2015,Arson,B,41.18261,-75.97589,PA
Pennsylvania Division of Forest Fire Protection,FARRAGUT FIRE #1,2015,Arson,A,40.791940000000004,-76.56694,PA
Pennsylvania Division of Forest Fire Protection,CENTERVILLE RD,2015,Arson,B,40.0748,-77.30861999999999,PA
Pennsylvania Division of Forest Fire Protection,FARRAGUT FIRE #2,2015,Arson,A,40.791940000000004,-76.56694,PA
Pennsylvania Division of Forest Fire Protection,MILLER 3,2015,Arson,A,39.91389,-79.49333,PA
Pennsylvania Division of Forest Fire Protection,MILLER 4,2015,Arson,A,39.74694,-79.49333,PA
Pennsylvania Division of Forest Fire Protection,MILLER 5,2015,Arson,B,39.74694,-79.49278000000001,PA
Pennsylvania Division of Forest Fire Protection,MILLER 2,2015,Arson,A,39.7475,-79.49361,PA
Pennsylvania Division of Forest Fire Protection,SHEN PENN,2015,Arson,A,40.823570000000004,-76.19462,PA
Pennsylvania Division of Forest Fire Protection,KINGY'S MNT.,2015,Arson,B,41.25694,-75.76472,PA
Pennsylvania Division of Forest Fire Protection,GAME LANDS 97,2015,Arson,B,39.86444,-78.50028,PA
Pennsylvania Division of Forest Fire Protection,BLANKLEY FIRE,2015,Arson,C,39.85556,-78.54111,PA
Pennsylvania Division of Forest Fire Protection,THREE SPRINGS,2015,Arson,B,39.84345,-77.43955,PA
Pennsylvania Division of Forest Fire Protection,EAST RUN FIRE,2015,Arson,B,41.076640000000005,-77.10101,PA
Pennsylvania Division of Forest Fire Protection,SHABONDI HOLLOW,2015,Arson,B,39.7825,-79.70111,PA
Pennsylvania Division of Forest Fire Protection,MT. HOPE,2015,Arson,A,39.77223,-77.4406,PA
Pennsylvania Division of Forest Fire Protection,OLD FORGE ROAD FIRE,2015,Arson,C,40.318059999999996,-78.1375,PA
Pennsylvania Division of Forest Fire Protection,BLUE MTN DRIVE,2015,Arson,B,40.68472,-75.91221999999999,PA
Pennsylvania Division of Forest Fire Protection,N GOOD SPRINGS & DEEP CREEK RD,2015,Arson,A,40.674170000000004,-76.50111,PA
Pennsylvania Division of Forest Fire Protection,BOY SCOUT CAMP ROAD,2015,Arson,A,40.11139,-79.66833000000001,PA
Pennsylvania Division of Forest Fire Protection,GAMELAND 238,2015,Arson,C,39.89083,-79.90639,PA
Pennsylvania Division of Forest Fire Protection,TURKEY FIRE,2015,Arson,B,40.783609999999996,-75.60378,PA
Pennsylvania Division of Forest Fire Protection,STEGER,2015,Arson,A,41.42361,-78.74944,PA
Pennsylvania Division of Forest Fire Protection,JON BUM ROAD FIRE,2015,Arson,A,40.31797,-78.11365,PA
Pennsylvania Division of Forest Fire Protection,TAR KILN ROAD (2)1,2015,Arson,A,40.31361,-78.1075,PA
Pennsylvania Division of Forest Fire Protection,DIVORCE HOLLOW,2015,Children,B,39.88062,-76.86039,PA
Pennsylvania Division of Forest Fire Protection,THOMAS ARMOR,2015,Children,B,39.908970000000004,-76.5963,PA
Pennsylvania Division of Forest Fire Protection,COAL YARD ROAD,2015,Children,B,40.56028,-75.35639,PA
Pennsylvania Division of Forest Fire Protection,SQUIRRELWOOD,2015,Children,B,40.97316,-75.49781999999999,PA
Pennsylvania Division of Forest Fire Protection,JT WATER TANK,2015,Children,A,40.86667,-75.74806,PA
Pennsylvania Division of Forest Fire Protection,PARADISE,2015,Children,A,40.869170000000004,-75.79944,PA
Pennsylvania Division of Forest Fire Protection,DAD BURNHAMS,2015,Children,A,40.55972,-76.28806,PA
Pennsylvania Division of Forest Fire Protection,OAK LEAF,2015,Children,B,41.0226,-76.0499,PA
Pennsylvania Division of Forest Fire Protection,NICE ST,2015,Children,A,40.79088,-76.23606,PA
Pennsylvania Division of Forest Fire Protection,POCAHONTAS,2015,Children,A,40.977779999999996,-75.54,PA
Pennsylvania Division of Forest Fire Protection,TENNIS COURT,2015,Children,A,40.963,-78.517,PA
Pennsylvania Division of Forest Fire Protection,GHOST TOWN TRAIL,2015,Children,A,40.46624,-78.82968000000001,PA
Pennsylvania Division of Forest Fire Protection,ROUTE 219,2015,Miscellaneous,B,39.89444,-79.01833,PA
Pennsylvania Division of Forest Fire Protection,OSCEOLA MILLS FIRE,2015,Miscellaneous,A,40.85217,-78.27516999999999,PA
Pennsylvania Division of Forest Fire Protection,CALIFORNIA ROAD,2015,Miscellaneous,A,41.965509999999995,-77.56045,PA
Pennsylvania Division of Forest Fire Protection,TRESCKOW,2015,Miscellaneous,A,40.90972,-75.975,PA
Pennsylvania Division of Forest Fire Protection,DERR FIRE,2015,Miscellaneous,B,41.14736,-76.61822,PA
Pennsylvania Division of Forest Fire Protection,BLITZER FIRE,2015,Miscellaneous,A,39.81566,-76.7408,PA
Pennsylvania Division of Forest Fire Protection,FIREWORK AREA,2015,Miscellaneous,A,40.7978,-76.5628,PA
Pennsylvania Division of Forest Fire Protection,QUARRY ROAD,2015,Miscellaneous,A,40.259170000000005,-75.68666999999999,PA
Pennsylvania Division of Forest Fire Protection,RT. 225 ZERBE TWP.,2015,Miscellaneous,B,40.78134,-76.69315999999999,PA
Pennsylvania Division of Forest Fire Protection,BEES,2015,Miscellaneous,B,40.91488,-76.05485,PA
Pennsylvania Division of Forest Fire Protection,HOFFER LANE,2015,Miscellaneous,B,40.138059999999996,-79.44194,PA
Pennsylvania Division of Forest Fire Protection,CLOVERLEAF 2015,2015,Miscellaneous,A,40.22417,-79.59167,PA
Pennsylvania Division of Forest Fire Protection,119 TRESSEL,2015,Miscellaneous,B,40.27833,-79.55389,PA
Pennsylvania Division of Forest Fire Protection,MORGAN ROAD,2015,Miscellaneous,B,41.10633,-75.28419,PA
Pennsylvania Division of Forest Fire Protection,BURNT CHURCH FIRE,2015,Miscellaneous,C,40.38861,-77.59917,PA
Pennsylvania Division of Forest Fire Protection,JEFFERSON 2015,2015,Miscellaneous,B,40.28417,-79.92222,PA
Pennsylvania Division of Forest Fire Protection,LEIGHTON LANE,2015,Miscellaneous,C,40.22659,-75.83547,PA
Pennsylvania Division of Forest Fire Protection,LETTERKENNY RESERVOIR FIRE,2015,Miscellaneous,B,40.10972,-77.70721999999999,PA
Pennsylvania Division of Forest Fire Protection,CAR WASH,2015,Miscellaneous,A,40.7975,-75.62917,PA
Pennsylvania Division of Forest Fire Protection,GROUNDHOG FIRE,2015,Miscellaneous,B,39.75691,-76.74839,PA
Pennsylvania Division of Forest Fire Protection,110 FAIRVIEW RD,2015,Miscellaneous,A,40.950559999999996,-75.73056,PA
Pennsylvania Division of Forest Fire Protection,DUNBAR BOTTLING,2015,Miscellaneous,A,40.833890000000004,-75.70333000000001,PA
Pennsylvania Division of Forest Fire Protection,COAL RUN,2015,Miscellaneous,B,40.8025,-76.52972,PA
Pennsylvania Division of Forest Fire Protection,HOT ASHES,2015,Miscellaneous,A,40.87472,-75.73861,PA
Pennsylvania Division of Forest Fire Protection,VARA,2015,Miscellaneous,A,41.74889,-76.52167,PA
Pennsylvania Division of Forest Fire Protection,LANDIS LANE,2015,Miscellaneous,A,40.441109999999995,-75.47,PA
Pennsylvania Division of Forest Fire Protection,SALEM BIBLE CHURCH ROAD,2015,Miscellaneous,A,40.47528,-75.5675,PA
Pennsylvania Division of Forest Fire Protection,SWAMP ROAD,2015,Miscellaneous,B,40.584720000000004,-75.30471999999999,PA
Pennsylvania Division of Forest Fire Protection,BUNKER HILL,2015,Miscellaneous,B,40.79444,-76.54278000000001,PA
Pennsylvania Division of Forest Fire Protection,NEWBURG ROAD FIRE,2015,Miscellaneous,B,40.28222,-78.11471999999999,PA
Pennsylvania Division of Forest Fire Protection,MULCH FIRE,2015,Miscellaneous,C,40.764720000000004,-76.62917,PA
Pennsylvania Division of Forest Fire Protection,CROOKED CREEK,2015,Miscellaneous,C,41.52861,-78.5825,PA
Pennsylvania Division of Forest Fire Protection,COWBOY FIRE,2015,Miscellaneous,B,40.91981,-78.55349,PA
Pennsylvania Division of Forest Fire Protection,PALM ROAD,2015,Miscellaneous,A,40.45278,-75.52972,PA
Pennsylvania Division of Forest Fire Protection,LAKEVIEW ROAD FIRE,2015,Miscellaneous,B,40.36278,-78.20194000000001,PA
Pennsylvania Division of Forest Fire Protection,MOONSHINE,2015,Miscellaneous,C,40.45694,-76.60028,PA
Pennsylvania Division of Forest Fire Protection,40 ACRES,2015,Miscellaneous,B,40.403059999999996,-79.95416999999999,PA
Pennsylvania Division of Forest Fire Protection,158 OWL CREEK RD,2015,Miscellaneous,B,40.791109999999996,-75.95416999999999,PA
Pennsylvania Division of Forest Fire Protection,FIREWORK,2015,Miscellaneous,A,40.963609999999996,-78.22889,PA
Pennsylvania Division of Forest Fire Protection,BROWNSON LANE,2015,Miscellaneous,B,41.0425,-77.67056,PA
Pennsylvania Division of Forest Fire Protection,ASTERISK,2015,Miscellaneous,C,40.93894,-77.97091999999999,PA
Pennsylvania Division of Forest Fire Protection,23 ROLLING MEADOWS RD,2015,Miscellaneous,B,40.755559999999996,-76.415,PA
Pennsylvania Division of Forest Fire Protection,POWER LINE - BRUSH,2015,Miscellaneous,B,40.84667,-78.89611,PA
Pennsylvania Division of Forest Fire Protection,MINE FIRE,2015,Miscellaneous,B,40.84083,-75.84528,PA
Pennsylvania Division of Forest Fire Protection,MOUNT PENN FIRE TOWER,2015,Miscellaneous,B,40.34778,-75.90333000000001,PA
Pennsylvania Division of Forest Fire Protection,DEVILS HIGHWAY,2015,Miscellaneous,A,41.59517,-79.19153,PA
Pennsylvania Division of Forest Fire Protection,MINE FIRE AMES,2015,Miscellaneous,B,40.79999,-76.5404,PA
Pennsylvania Division of Forest Fire Protection,SULGAR ROAD FIRE,2015,Miscellaneous,A,41.1808,-78.96359,PA
Pennsylvania Division of Forest Fire Protection,LETTERKENNY FIRE,2015,Miscellaneous,C,39.99667,-77.73333000000001,PA
Pennsylvania Division of Forest Fire Protection,EAGLE VALLEY,2015,Miscellaneous,B,40.86139,-77.95861,PA
Pennsylvania Division of Forest Fire Protection,DORTHEA STREET,2015,Miscellaneous,B,40.83185,-78.34783,PA
Pennsylvania Division of Forest Fire Protection,ROBERTS FIRE,2015,Miscellaneous,B,40.02528,-78.20555999999999,PA
Pennsylvania Division of Forest Fire Protection,NORTH ELK RUN ROAD,2015,Miscellaneous,B,41.848209999999995,-77.00907,PA
Pennsylvania Division of Forest Fire Protection,AFRICA FIRE,2015,Miscellaneous,B,39.82833,-77.94889,PA
Pennsylvania Division of Forest Fire Protection,BORO LIMIT FIRE,2015,Miscellaneous,B,40.42042,-77.19526,PA
Pennsylvania Division of Forest Fire Protection,LONG RUN,2015,Miscellaneous,B,40.983290000000004,-78.36896999999999,PA
Pennsylvania Division of Forest Fire Protection,EBERT,2015,Miscellaneous,B,42.087709999999994,-80.02283,PA
National Capitol Parks - East,FTWASH,1999,Miscellaneous,A,38.68277,-77.09828,MD
Antietam National Battlefield,HAYBALE,1994,Lightning,A,39.48118,-77.74812,MD
Antietam National Battlefield,LUMINARY94,1994,Miscellaneous,B,39.4731,-77.75192,MD
Antietam National Battlefield,LUMINARY95,1995,Debris Burning,B,39.47381,-77.75356,MD
Antietam National Battlefield,ROHRBACK01,1996,Miscellaneous,B,39.45497,-77.72821,MD
Antietam National Battlefield,BALTIMORE,1997,Smoking,A,39.47568,-77.74778,MD
Antietam National Battlefield,LUMINARY98,1998,Debris Burning,B,39.475,-77.75166999999999,MD
Antietam National Battlefield,CUNNINGHAM,1999,Equipment Use,A,39.46901,-77.73328000000001,MD
Antietam National Battlefield,BURNSIDE,1999,Miscellaneous,A,39.451190000000004,-77.7327,MD
Catoctin Mountain Park,CHESTNUT,1994,Campfire,A,39.64852,-77.478096,MD
Catoctin Mountain Park,FSKOA,1995,Miscellaneous,A,39.64564,-77.475789,MD
Catoctin Mountain Park,MAYERS,1995,Missing/Undefined,A,39.6334,-77.4497,MD
Catoctin Mountain Park,HQ-CURVE,1995,Smoking,A,39.62607,-77.43745200000001,MD
Catoctin Mountain Park,MANAHAN RD,1998,Smoking,A,39.65939,-77.477846,MD
Catoctin Mountain Park,HOG ROCK,1999,Smoking,A,39.642790000000005,-77.45840600000001,MD
Catoctin Mountain Park,MISTYMOUNT,1999,Smoking,A,39.6434,-77.4486,MD
Chesapeake & Ohio Canal National Historical Park,BRUNSWICK,1992,Arson,A,39.31081,-77.627273,MD
Chesapeake & Ohio Canal National Historical Park,TREE,1992,Miscellaneous,A,39.22495,-77.452628,MD
Chesapeake & Ohio Canal National Historical Park,DAM#5,1993,Campfire,A,39.60582,-77.919816,MD
Chesapeake & Ohio Canal National Historical Park,BRIAR PAT,1993,Campfire,B,39.50157,-77.840549,MD
Chesapeake & Ohio Canal National Historical Park,BACK RD,1994,Children,B,39.37437,-77.74081600000001,MD
Chesapeake & Ohio Canal National Historical Park,LOCK 8,1995,Children,B,38.97155,-77.160842,MD
Chesapeake & Ohio Canal National Historical Park,LOG,1995,Campfire,A,38.970187,-77.198761,MD
Chesapeake & Ohio Canal National Historical Park,GOAT,1995,Miscellaneous,A,38.99284,-77.245711,MD
Chesapeake & Ohio Canal National Historical Park,JORDAN,1995,Arson,A,39.60911,-77.8397,MD
Chesapeake & Ohio Canal National Historical Park,GOLD MINE,1996,Miscellaneous,B,38.9927,-77.237135,MD
Chesapeake & Ohio Canal National Historical Park,NO CALL,1996,Campfire,A,39.067890000000006,-77.332437,MD
Chesapeake & Ohio Canal National Historical Park,DARGAN,1997,Smoking,B,39.36446,-77.739106,MD
Chesapeake & Ohio Canal National Historical Park,SANDY HOOK,1997,Debris Burning,A,39.324940000000005,-77.71357900000001,MD
Greenbelt Park,BW PKWY,1992,Miscellaneous,A,38.99471,-76.87939200000001,MD
Greenbelt Park,GREENBELT1,1995,Miscellaneous,B,39.00043,-76.86748399999999,MD
Greenbelt Park,GREENBELT2,1995,Campfire,B,38.97907,-76.902523,MD
Chesapeake & Ohio Canal National Historical Park,GREAT FALLS FIRE,2006,Smoking,A,39.00166,-77.243147,MD
Chesapeake & Ohio Canal National Historical Park,CARDEROCK FIRE,2006,Campfire,A,38.9711,-77.2014,MD
Chesapeake & Ohio Canal National Historical Park,BEAR ISLAND FIRE,2006,Campfire,A,38.98153,-77.23688299999999,MD
Chesapeake & Ohio Canal National Historical Park,LOCK 5 FIRE,2007,Campfire,A,38.940981,-77.1233,MD
National Capitol Parks - East,SEVEN FIRES,2006,Arson,B,38.97398,-76.91025,MD
National Capitol Parks - East,GOOD LUCK RD FIRE,2006,Arson,B,38.97201,-76.89924,MD
